ScreenName,AuthorID,TweetID,Text,TweetDate,isReply,RetweetCount,ReplyCount,LikeCount,QuoteCount,Language,PossibleSensitive,Source,1stURLStart,1stURLEnd,1stURL,1stURLExp,2ndURLStart,2ndURLEnd,2ndURL,2ndURLExp,3rdURLStart,3rdURLEnd,3rdURL,3rdURLExp
GavinNewsom,11347122,1419779234315128832,"Over the last week, California saw a 16% increase in vaccinations.

Let’s keep it up.",2021-07-26 21:58:42+00:00,False,1634,583,17841,103,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1419748032749309960,"Disgraceful? Here's a word -- murderous. 

Your anti-vaccine lies are literally killing Americans. Your own supporters are following you off a cliff and into the ICU.

Come clean about vaccines -- they save lives. https://t.co/pJjlzJ3TVJ",2021-07-26 19:54:43+00:00,False,4105,2363,24549,485,en,False,Twitter for iPhone,214,237,https://t.co/pJjlzJ3TVJ,https://twitter.com/mtgreenee/status/1419728086938132487,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1419731876479062051,"I’ll be live on @CNN at 12pm PST talking about CA’s new, nation-leading actions on vaccinations. Tune in!",2021-07-26 18:50:31+00:00,False,182,295,1822,21,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1419715857513476098,"As the state’s largest employer — we’re leading by example. Vaccines are the solution.

We encourage local governments and other businesses to follow suit. https://t.co/MgTOhu2M0g",2021-07-26 17:46:52+00:00,False,324,260,1703,46,en,False,Twitter for iPhone,156,179,https://t.co/MgTOhu2M0g,https://twitter.com/GavinNewsom/status/1419715050529460225,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1419715050529460225,"NEW: CA will have the strongest state vaccine verification system in the US and will require state employees &amp; healthcare workers to provide proof of vaccination—or get tested regularly.

We’re experiencing a pandemic of the unvaccinated. Everyone that can get vaccinated—should.",2021-07-26 17:43:39+00:00,False,3040,1972,18408,724,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1419714224394149889,Tune in now for an important announcement. https://t.co/Z6ruE6DqYD,2021-07-26 17:40:22+00:00,False,60,69,307,6,en,False,Twitter for iPhone,43,66,https://t.co/Z6ruE6DqYD,https://twitter.com/CAgovernor/status/1419713989546708992,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1419704231016091656,"Happy anniversary, @JenSiebelNewsom!! Through the ups and downs, you are our rock that gets us through. A loving mom. A fearless leader. A passionate advocate. A caring friend. And my forever partner. 

There’s no one else I’d rather be on this wild ride with. Love you ❤️❤️ https://t.co/0syiUXb2lp",2021-07-26 17:00:40+00:00,False,161,223,2651,25,en,False,Twitter for iPhone,275,298,https://t.co/0syiUXb2lp,https://twitter.com/GavinNewsom/status/1419704231016091656/photo/1,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1419678924380860421,"NEW: 75% of California’s eligible population has received at least one dose of the #COVID19 vaccine.

77% of our adult population has received at least one dose.

Get vaccinated. Protect yourself. Protect your loved ones.",2021-07-26 15:20:06+00:00,False,1106,329,7187,88,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1419451731386109952,"CA has worked to improve home care jobs--from a $200M investment in training to a $15 min wage.

But we must do more. We can’t return to the “normal” that was before the pandemic.

We need the fed govt to expand access and ensure good union jobs for care workers. #CareIsEssential",2021-07-26 00:17:19+00:00,False,335,313,2081,25,en,False,Twitter for iPhone,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
GavinNewsom,11347122,1419084288214016000,"Grateful for our firefighters fighting the Dixie Fire.

If you’re in the area -- please stay safe and follow local official warnings. https://t.co/yuh7ooQEQm",2021-07-24 23:57:14+00:00,False,97,129,865,9,en,False,Twitter for iPhone,134,157,https://t.co/yuh7ooQEQm,https://twitter.com/KPIXtv/status/1418952681935228943,NA,NA,NA,NA,NA,NA,NA,NA
